stratifications,stratifying_by,n_unsuppressed_estimates,estimate_range,ethnicity,race,sex,education,poverty,FMD_prev_1993,FMD_prev_1993_rank,FMD_prev_2019,FMD_prev_2019_rank,FMD_prev_change_1993_2019,FMD_prev_annual_change,FMD_prev_annual_change_rank,FMD_ineq_abs_1993,FMD_ineq_abs_1993_rank,FMD_ineq_abs_2019,FMD_ineq_abs_2019_rank,FMD_ineq_abs_change_1993_2019,FMD_ineq_abs_annual_change,FMD_ineq_abs_annual_change_rank,FMD_ineq_mult_1993,FMD_ineq_mult_1993_rank,FMD_ineq_mult_2019,FMD_ineq_mult_2019_rank,FMD_ineq_mult_change_1993_2019,FMD_ineq_mult_annual_change,FMD_ineq_mult_annual_change_rank
3,"Ethnicity, Sex, Education",26,1993-2019,Hispanic,All,Male,>=HS,All,6.12 (95% CI: 4.19 to 8.3),1,11.9 (95% CI: 10.3 to 13.8),3,5.75,0.221,5,-0.291 (95% CI: -2.27 to 1.88),1,0.0682 (95% CI: -1.65 to 2.06),300,0.359,0.0138,5,-4.41 (95% CI: -34.5 to 30.1),1,0.612 (95% CI: -13.7 to 17.3),3,5.02,98.2,3
3,"Ethnicity, Sex, Education",26,1993-2019,Hispanic,All,Female,<HS,All,13.2 (95% CI: 9.03 to 18.5),6,13.9 (95% CI: 11 to 17),4,0.677,0.026,2,6.76 (95% CI: 2.59 to 12),6,2.05 (95% CI: -1.13 to 5.17),400,-4.71,-0.181,2,106 (95% CI: 38.9 to 188),6,17.4 (95% CI: -9.36 to 43.7),4,-88.2,95.6,2
3,"Ethnicity, Sex, Education",26,1993-2019,Hispanic,All,Female,>=HS,All,10.2 (95% CI: 7.71 to 12.7),4,15.7 (95% CI: 14 to 17.6),5,5.54,0.213,4,3.79 (95% CI: 1.27 to 6.37),4,3.94 (95% CI: 2.18 to 5.77),500,0.148,0.00569,4,59.3 (95% CI: 19.4 to 101),4,33.4 (95% CI: 18.3 to 49.4),5,-25.9,98.7,4
3,"Ethnicity, Sex, Education",26,1993-2019,Non-Hispanic,All,Female,>=HS,All,9.87 (95% CI: 9.39 to 10.3),3,16.9 (95% CI: 16.5 to 17.3),6,7.03,0.27,6,3.45 (95% CI: 2.78 to 4.13),3,5.09 (95% CI: 4.47 to 5.69),600,1.64,0.063,6,54 (95% CI: 41.7 to 67),3,43.1 (95% CI: 36.7 to 49.2),6,-10.8,99.6,5
3,"Ethnicity, Sex, Education",26,1993-2019,Non-Hispanic,All,Male,<HS,All,11.1 (95% CI: 9.3 to 13),5,23.2 (95% CI: 21.1 to 25.6),7,12.2,0.469,7,4.64 (95% CI: 2.89 to 6.51),5,11.4 (95% CI: 9.18 to 13.9),700,6.8,0.261,7,72.5 (95% CI: 43.9 to 105),5,96.9 (95% CI: 77.7 to 118),7,24.5,100,8
3,"Ethnicity, Sex, Education",26,1993-2019,Non-Hispanic,All,Female,<HS,All,16.2 (95% CI: 14.7 to 17.6),7,33.4 (95% CI: 31 to 36.3),8,17.2,0.663,8,9.74 (95% CI: 8.25 to 11.2),7,21.6 (95% CI: 19.1 to 24.5),800,11.8,0.455,8,152 (95% CI: 125 to 182),7,183 (95% CI: 161 to 209),8,30.7,100,7
3,"Ethnicity, Sex, Poverty Status",26,1993-2019,Hispanic,All,Male,All,Not In Poverty,7.04 (95% CI: 4.72 to 9.3),2,10.1 (95% CI: 8.44 to 12),1,3.05,0.117,3,1.02 (95% CI: -1.35 to 3.4),2,-1.12 (95% CI: -2.89 to 0.758),100,-2.14,-0.0821,3,17.1 (95% CI: -22.6 to 57.6),2,-9.91 (95% CI: -25.2 to 6.7),1,-27,97.6,3
3,"Ethnicity, Sex, Poverty Status",26,1993-2019,Non-Hispanic,All,Male,All,Not In Poverty,6.03 (95% CI: 5.62 to 6.45),1,11.2 (95% CI: 10.8 to 11.6),2,5.19,0.2,4,0 (95% CI: 0 to 0),1,0 (95% CI: 0 to 0),200,0,0,4,0 (95% CI: 0 to 0),1,0 (95% CI: 0 to 0),2,0,100,8
3,"Ethnicity, Sex, Poverty Status",25,1993-2019,Hispanic,All,Male,All,In Poverty,15.6 (95% CI: 7.75 to 26.7),6,13.4 (95% CI: 10.9 to 16),3,-2.26,-0.0868,1,9.59 (95% CI: 1.63 to 20.7),6,2.15 (95% CI: -0.372 to 4.69),300,-7.44,-0.286,1,160 (95% CI: 26.5 to 342),6,19.2 (95% CI: -3.32 to 42.8),3,-140,93.6,1
3,"Ethnicity, Sex, Poverty Status",26,1993-2019,Hispanic,All,Female,All,Not In Poverty,8.18 (95% CI: 6.24 to 10.4),3,14.5 (95% CI: 12.5 to 16.5),4,6.31,0.243,6,2.16 (95% CI: 0.199 to 4.32),3,3.28 (95% CI: 1.29 to 5.38),400,1.13,0.0433,6,36 (95% CI: 3.3 to 73.4),3,29.3 (95% CI: 11.3 to 47.9),4,-6.63,99,4
3,"Ethnicity, Sex, Poverty Status",26,1993-2019,Non-Hispanic,All,Female,All,Not In Poverty,9.33 (95% CI: 8.89 to 9.76),4,15.3 (95% CI: 14.8 to 15.7),5,5.95,0.229,5,3.31 (95% CI: 2.7 to 3.95),4,4.07 (95% CI: 3.41 to 4.68),500,0.76,0.0292,5,55.1 (95% CI: 43.3 to 69.2),4,36.3 (95% CI: 29.4 to 42.9),5,-18.7,99.4,5
3,"Ethnicity, Sex, Poverty Status",26,1993-2019,Hispanic,All,Female,All,In Poverty,15.8 (95% CI: 11.1 to 21.1),7,16.1 (95% CI: 13.9 to 18.7),6,0.276,0.0106,2,9.8 (95% CI: 5.1 to 15.2),7,4.89 (95% CI: 2.55 to 7.28),600,-4.91,-0.189,2,163 (95% CI: 83.7 to 253),7,43.6 (95% CI: 22.6 to 66.2),6,-119,96.5,2
3,"Ethnicity, Sex, Poverty Status",26,1993-2019,Non-Hispanic,All,Male,All,In Poverty,14.2 (95% CI: 12.2 to 16.2),5,26.1 (95% CI: 24.3 to 27.8),7,12,0.46,7,8.13 (95% CI: 6.12 to 10.2),5,14.9 (95% CI: 13 to 16.8),700,6.78,0.261,7,135 (95% CI: 99.4 to 172),5,133 (95% CI: 115 to 150),7,-2.2,99.5,6
3,"Ethnicity, Sex, Poverty Status",26,1993-2019,Non-Hispanic,All,Female,All,In Poverty,16.6 (95% CI: 15.2 to 18.1),8,31.7 (95% CI: 30.5 to 33.1),8,15.1,0.581,8,10.6 (95% CI: 9.05 to 12.2),8,20.5 (95% CI: 19.1 to 22),800,9.92,0.382,8,176 (95% CI: 145 to 209),8,183 (95% CI: 167 to 200),8,6.77,99.8,7
3,"Race, Education, Poverty Status",26,1993-2019,All,White,All,>=HS,Not In Poverty,7.29 (95% CI: 6.98 to 7.61),1,12.5 (95% CI: 12.2 to 12.8),1,5.21,0.2,3,0 (95% CI: 0 to 0),1,0 (95% CI: 0 to 0),100,0,0,3,0 (95% CI: 0 to 0),1,0 (95% CI: 0 to 0),1,0,100,6
3,"Race, Education, Poverty Status",26,1993-2019,All,Black,All,>=HS,Not In Poverty,7.71 (95% CI: 6.71 to 8.73),2,13.3 (95% CI: 12.4 to 14.3),2,5.62,0.216,4,0.419 (95% CI: -0.676 to 1.47),2,0.829 (95% CI: -0.201 to 1.85),200,0.41,0.0158,4,5.81 (95% CI: -9.26 to 20.3),2,6.65 (95% CI: -1.58 to 15),2,0.841,99.8,5
3,"Race, Education, Poverty Status",26,1993-2019,All,Black,All,<HS,Not In Poverty,13.4 (95% CI: 9.66 to 17.5),5,18.2 (95% CI: 13.2 to 23.7),3,4.82,0.185,2,6.11 (95% CI: 2.46 to 10.2),5,5.72 (95% CI: 0.623 to 11),300,-0.393,-0.0151,2,83.8 (95% CI: 33.2 to 142),5,45.7 (95% CI: 4.87 to 87.6),3,-38.1,97.5,1
3,"Race, Education, Poverty Status",26,1993-2019,All,White,All,<HS,Not In Poverty,10.9 (95% CI: 9.62 to 12.4),3,20.4 (95% CI: 18.3 to 22.6),4,9.44,0.363,7,3.63 (95% CI: 2.38 to 5.09),3,7.86 (95% CI: 5.69 to 10),400,4.23,0.163,7,49.9 (95% CI: 32.3 to 71.6),3,62.9 (95% CI: 45.3 to 79.6),4,13,100,7
3,"Race, Education, Poverty Status",26,1993-2019,All,Black,All,>=HS,In Poverty,13.4 (95% CI: 10.9 to 15.8),4,20.7 (95% CI: 18.5 to 23),5,7.35,0.283,6,6.09 (95% CI: 3.56 to 8.64),4,8.23 (95% CI: 5.97 to 10.5),500,2.14,0.0821,6,83.6 (95% CI: 48.6 to 120),4,65.8 (95% CI: 47.2 to 84),5,-17.8,99.4,4
3,"Race, Education, Poverty Status",26,1993-2019,All,Black,All,<HS,In Poverty,16.8 (95% CI: 13 to 20.9),7,22.8 (95% CI: 18.2 to 27),6,5.99,0.23,5,9.5 (95% CI: 5.87 to 13.6),7,10.3 (95% CI: 5.65 to 14.4),600,0.775,0.0298,5,130 (95% CI: 79.3 to 187),7,82.2 (95% CI: 45.1 to 115),6,-48.1,98.4,3
3,"Race, Education, Poverty Status",26,1993-2019,All,White,All,<HS,In Poverty,19.4 (95% CI: 15.7 to 24.2),8,23.2 (95% CI: 21 to 25.3),7,3.78,0.145,1,12.1 (95% CI: 8.46 to 16.8),8,10.7 (95% CI: 8.49 to 12.8),700,-1.43,-0.0551,1,166 (95% CI: 115 to 231),8,85.4 (95% CI: 67.7 to 103),7,-80.8,98,2
3,"Race, Education, Poverty Status",26,1993-2019,All,White,All,>=HS,In Poverty,14.6 (95% CI: 12.8 to 16.3),6,27.4 (95% CI: 26 to 28.8),8,12.8,0.493,8,7.32 (95% CI: 5.51 to 9.08),6,14.9 (95% CI: 13.5 to 16.4),800,7.61,0.293,8,100 (95% CI: 76 to 126),6,119 (95% CI: 107 to 131),8,19,100,8
3,"Race, Ethnicity, Education",26,1993-2019,Hispanic,White,All,<HS,All,17.4 (95% CI: 10.7 to 26.3),6,11.4 (95% CI: 9.29 to 13.5),1,-6.01,-0.231,2,9.4 (95% CI: 2.78 to 18.2),6,-2.85 (95% CI: -5.07 to -0.751),100,-12.2,-0.471,2,117 (95% CI: 36.2 to 226),6,-19.9 (95% CI: -35.2 to -5.24),1,-137,95.3,3
3,"Race, Ethnicity, Education",15,1993-2019,Hispanic,Black,All,<HS,All,19.7 (95% CI: 9.28 to 33.5),7,13.3 (95% CI: 7.45 to 19.5),2,-6.41,-0.246,1,11.6 (95% CI: 1.18 to 25.6),7,-1.03 (95% CI: -6.78 to 5.15),200,-12.6,-0.486,1,144 (95% CI: 15 to 320),7,-7.18 (95% CI: -47 to 36),2,-151,95.1,2
3,"Race, Ethnicity, Education",26,1993-2019,Hispanic,White,All,>=HS,All,7.93 (95% CI: 6.37 to 9.85),1,13.8 (95% CI: 12.5 to 15.1),3,5.83,0.224,4,-0.12 (95% CI: -1.68 to 1.86),1,-0.517 (95% CI: -1.9 to 0.85),300,-0.397,-0.0153,4,-1.42 (95% CI: -21.2 to 23.1),1,-3.61 (95% CI: -13.2 to 6.06),3,-2.18,99.2,5
3,"Race, Ethnicity, Education",26,1993-2019,Non-Hispanic,White,All,>=HS,All,8.05 (95% CI: 7.7 to 8.4),2,14.3 (95% CI: 14 to 14.6),4,6.23,0.24,6,0 (95% CI: 0 to 0),2,0 (95% CI: 0 to 0),400,0,0,6,0 (95% CI: 0 to 0),2,0 (95% CI: 0 to 0),4,0,100,7
3,"Race, Ethnicity, Education",26,1993-2019,Non-Hispanic,Black,All,>=HS,All,9.08 (95% CI: 8.08 to 10.1),3,15 (95% CI: 14.1 to 16),5,5.9,0.227,5,1.03 (95% CI: -0.0324 to 2.05),3,0.7 (95% CI: -0.341 to 1.7),500,-0.331,-0.0127,5,12.9 (95% CI: -0.397 to 26),3,4.92 (95% CI: -2.4 to 12),5,-7.95,99.5,6
3,"Race, Ethnicity, Education",24,1994-2019,Hispanic,Black,All,>=HS,All,NA,NA,15.5 (95% CI: 11.3 to 20.7),6,NA,0.0787,3,NA,NA,1.19 (95% CI: -3.02 to 6.42),600,NA,-0.173,3,NA,NA,8.32 (95% CI: -21.4 to 45),6,NA,91.6,1
3,"Race, Ethnicity, Education",26,1993-2019,Non-Hispanic,Black,All,<HS,All,15 (95% CI: 12.4 to 17.9),5,22.2 (95% CI: 18.3 to 25.5),7,7.16,0.276,7,6.94 (95% CI: 4.27 to 9.97),5,7.87 (95% CI: 3.95 to 11.2),700,0.933,0.0359,7,86.3 (95% CI: 54.6 to 122),5,55.1 (95% CI: 27.6 to 79.1),7,-31.1,99,4
3,"Race, Ethnicity, Education",26,1993-2019,Non-Hispanic,White,All,<HS,All,13.4 (95% CI: 12 to 14.6),4,29.2 (95% CI: 27.3 to 31.1),8,15.8,0.608,8,5.33 (95% CI: 3.96 to 6.7),4,14.9 (95% CI: 13 to 16.9),800,9.58,0.368,8,66.3 (95% CI: 48.8 to 83.5),4,104 (95% CI: 90.8 to 119),8,38.1,101,8
3,"Race, Ethnicity, Poverty Status",26,1993-2019,Hispanic,White,All,All,Not In Poverty,7.27 (95% CI: 5.8 to 8.92),1,12 (95% CI: 10.7 to 13.4),1,4.71,0.181,4,-0.31 (95% CI: -1.96 to 1.4),1,-1.13 (95% CI: -2.42 to 0.183),100,-0.821,-0.0316,4,-4.02 (95% CI: -25.3 to 18.3),1,-8.61 (95% CI: -18.4 to 1.4),1,-4.59,99.3,5
3,"Race, Ethnicity, Poverty Status",26,1993-2019,Non-Hispanic,White,All,All,Not In Poverty,7.58 (95% CI: 7.26 to 7.93),2,13.1 (95% CI: 12.8 to 13.4),2,5.53,0.213,6,0 (95% CI: 0 to 0),2,0 (95% CI: 0 to 0),200,0,0,6,0 (95% CI: 0 to 0),2,0 (95% CI: 0 to 0),2,0,100,7
3,"Race, Ethnicity, Poverty Status",23,1993-2019,Hispanic,Black,All,All,Not In Poverty,11.4 (95% CI: 5.32 to 19.3),4,13.4 (95% CI: 9.19 to 19),3,1.99,0.0766,3,3.83 (95% CI: -2.29 to 11.5),4,0.294 (95% CI: -4.03 to 6.04),300,-3.54,-0.136,3,50.5 (95% CI: -30.1 to 156),4,2.26 (95% CI: -30.3 to 45.6),3,-48.3,94.4,2
3,"Race, Ethnicity, Poverty Status",26,1993-2019,Non-Hispanic,Black,All,All,Not In Poverty,8.21 (95% CI: 7.14 to 9.28),3,13.7 (95% CI: 12.7 to 14.7),4,5.45,0.21,5,0.63 (95% CI: -0.513 to 1.75),3,0.556 (95% CI: -0.5 to 1.57),400,-0.0743,-0.00286,5,8.37 (95% CI: -6.86 to 23.5),3,4.26 (95% CI: -3.83 to 12.1),4,-4.11,99.6,6
3,"Race, Ethnicity, Poverty Status",26,1993-2019,Hispanic,White,All,All,In Poverty,16 (95% CI: 10.7 to 23.4),6,14.8 (95% CI: 13.1 to 16.9),5,-1.12,-0.043,1,8.38 (95% CI: 3.18 to 15.8),6,1.74 (95% CI: 0.00242 to 3.78),500,-6.65,-0.256,1,111 (95% CI: 42.4 to 206),6,13.3 (95% CI: 0.0181 to 28.8),5,-97.4,96.9,3
3,"Race, Ethnicity, Poverty Status",19,1994-2019,Hispanic,Black,All,All,In Poverty,NA,NA,17.7 (95% CI: 12.3 to 23.8),6,NA,0.0193,2,NA,NA,4.57 (95% CI: -0.846 to 10.8),600,NA,-0.202,2,NA,NA,34.9 (95% CI: -6.58 to 83.1),6,NA,94.3,1
3,"Race, Ethnicity, Poverty Status",26,1993-2019,Non-Hispanic,Black,All,All,In Poverty,14.5 (95% CI: 12.2 to 16.7),5,21.6 (95% CI: 19.3 to 23.8),7,7.03,0.27,7,6.96 (95% CI: 4.69 to 9.09),5,8.46 (95% CI: 6.13 to 10.7),700,1.5,0.0575,7,91.9 (95% CI: 60.6 to 123),5,64.5 (95% CI: 46.9 to 81),7,-27.4,99.2,4
3,"Race, Ethnicity, Poverty Status",26,1993-2019,Non-Hispanic,White,All,All,In Poverty,16 (95% CI: 14.6 to 17.4),7,33.4 (95% CI: 32 to 34.7),8,17.3,0.667,8,8.45 (95% CI: 6.85 to 9.98),7,20.3 (95% CI: 18.9 to 21.7),800,11.8,0.454,8,112 (95% CI: 88.5 to 133),7,155 (95% CI: 143 to 167),8,43,100,8
3,"Race, Ethnicity, Sex",26,1993-2019,Hispanic,White,Male,All,All,10.1 (95% CI: 6.4 to 14.5),3,10.9 (95% CI: 9.52 to 12.3),1,0.75,0.0289,2,3.37 (95% CI: -0.345 to 7.97),3,-1.69 (95% CI: -3.19 to -0.164),100,-5.06,-0.195,2,50.3 (95% CI: -5.21 to 119),3,-13.4 (95% CI: -24.9 to -1.32),1,-63.7,96.5,3
3,"Race, Ethnicity, Sex",26,1993-2019,Non-Hispanic,White,Male,All,All,6.73 (95% CI: 6.31 to 7.14),1,12.5 (95% CI: 12.1 to 12.9),2,5.81,0.223,7,0 (95% CI: 0 to 0),1,0 (95% CI: 0 to 0),200,0,0,7,0 (95% CI: 0 to 0),1,0 (95% CI: 0 to 0),2,0,100,8
3,"Race, Ethnicity, Sex",17,1994-2019,Hispanic,Black,Male,All,All,NA,NA,13.9 (95% CI: 9.25 to 20),3,NA,-0.1,1,NA,NA,1.39 (95% CI: -3.5 to 7.54),300,NA,-0.331,1,NA,NA,11.1 (95% CI: -27.3 to 60.9),3,NA,92.1,1
3,"Race, Ethnicity, Sex",26,1993-2019,Non-Hispanic,Black,Male,All,All,8.22 (95% CI: 6.93 to 9.68),2,13.9 (95% CI: 12.6 to 15.3),4,5.71,0.22,6,1.5 (95% CI: 0.149 to 3.02),2,1.39 (95% CI: -0.0824 to 2.86),400,-0.102,-0.00391,6,22.4 (95% CI: 2.19 to 46.5),2,11.1 (95% CI: -0.652 to 23.1),4,-11.2,99.5,6
3,"Race, Ethnicity, Sex",26,1993-2019,Hispanic,White,Female,All,All,10.7 (95% CI: 8.49 to 13),5,15.2 (95% CI: 13.5 to 16.8),5,4.52,0.174,4,3.93 (95% CI: 1.71 to 6.31),5,2.64 (95% CI: 0.879 to 4.31),500,-1.29,-0.0495,4,58.5 (95% CI: 25.5 to 93.5),5,21.1 (95% CI: 6.91 to 34.5),5,-37.4,98.3,4
3,"Race, Ethnicity, Sex",25,1993-2019,Hispanic,Black,Female,All,All,14.1 (95% CI: 6.87 to 24),7,16.1 (95% CI: 12 to 21),6,2.06,0.0792,3,7.33 (95% CI: 0.0959 to 16.8),7,3.58 (95% CI: -0.444 to 8.46),600,-3.75,-0.144,3,109 (95% CI: 1.41 to 256),7,28.6 (95% CI: -3.6 to 68.4),6,-80.6,93.6,2
3,"Race, Ethnicity, Sex",26,1993-2019,Non-Hispanic,Black,Female,All,All,11.7 (95% CI: 10.4 to 12.8),6,17.2 (95% CI: 16 to 18.4),7,5.5,0.212,5,4.92 (95% CI: 3.55 to 6.09),6,4.62 (95% CI: 3.33 to 5.91),700,-0.308,-0.0119,5,73.4 (95% CI: 52.2 to 95.8),6,36.9 (95% CI: 26.3 to 47.5),7,-36.5,98.8,5
3,"Race, Ethnicity, Sex",26,1993-2019,Non-Hispanic,White,Female,All,All,10.4 (95% CI: 9.92 to 10.9),4,18.1 (95% CI: 17.6 to 18.6),8,7.7,0.296,8,3.64 (95% CI: 3 to 4.31),4,5.53 (95% CI: 4.86 to 6.21),800,1.89,0.0728,8,54.3 (95% CI: 42.3 to 67.3),4,44.2 (95% CI: 37.4 to 50.7),8,-10.1,99.6,7
3,"Race, Sex, Education",26,1993-2019,All,White,Male,>=HS,All,6.33 (95% CI: 5.92 to 6.73),1,11.7 (95% CI: 11.2 to 12),1,5.32,0.205,3,0 (95% CI: 0 to 0),1,0 (95% CI: 0 to 0),100,0,0,3,0 (95% CI: 0 to 0),1,0 (95% CI: 0 to 0),1,0,100,8
3,"Race, Sex, Education",26,1993-2019,All,Black,Male,>=HS,All,7.11 (95% CI: 5.76 to 8.6),2,12.8 (95% CI: 11.4 to 14.2),2,5.7,0.219,4,0.784 (95% CI: -0.554 to 2.47),2,1.16 (95% CI: -0.374 to 2.55),200,0.379,0.0146,4,12.5 (95% CI: -8.65 to 40.1),2,10 (95% CI: -3.2 to 21.8),2,-2.52,99.7,7
3,"Race, Sex, Education",26,1993-2019,All,White,Female,>=HS,All,9.77 (95% CI: 9.28 to 10.3),3,16.8 (95% CI: 16.3 to 17.3),3,6.99,0.269,6,3.45 (95% CI: 2.76 to 4.18),3,5.11 (95% CI: 4.48 to 5.7),300,1.66,0.064,6,54.7 (95% CI: 41.6 to 69),3,43.9 (95% CI: 37.8 to 50.2),3,-10.8,99.6,6
3,"Race, Sex, Education",26,1993-2019,All,Black,Female,>=HS,All,10.8 (95% CI: 9.49 to 12.2),4,16.8 (95% CI: 15.6 to 18.1),4,5.97,0.23,5,4.51 (95% CI: 3.18 to 5.85),4,5.16 (95% CI: 3.81 to 6.43),400,0.65,0.025,5,71.5 (95% CI: 48.7 to 95.8),4,44.3 (95% CI: 32.3 to 55.6),4,-27.1,99.1,4
3,"Race, Sex, Education",26,1993-2019,All,White,Male,<HS,All,12.5 (95% CI: 9.78 to 15.7),5,17.7 (95% CI: 16.2 to 19.6),5,5.27,0.203,2,6.14 (95% CI: 3.62 to 9.42),5,6.09 (95% CI: 4.48 to 7.93),500,-0.0525,-0.00202,2,97.3 (95% CI: 57.8 to 155),5,52.3 (95% CI: 38.1 to 70.7),5,-45,98.6,3
3,"Race, Sex, Education",26,1993-2019,All,Black,Female,<HS,All,16 (95% CI: 12.8 to 19),8,19.8 (95% CI: 16.1 to 24.2),6,3.87,0.149,1,9.62 (95% CI: 6.4 to 12.7),8,8.17 (95% CI: 4.41 to 12.3),600,-1.45,-0.0559,1,152 (95% CI: 101 to 201),8,70.2 (95% CI: 37.8 to 106),6,-82.2,96.9,1
3,"Race, Sex, Education",26,1993-2019,All,Black,Male,<HS,All,14.4 (95% CI: 10.2 to 18.8),6,21.6 (95% CI: 16.9 to 26.3),7,7.27,0.279,7,8.03 (95% CI: 3.81 to 12.5),6,9.98 (95% CI: 5.43 to 14.7),700,1.94,0.0748,7,127 (95% CI: 59.4 to 200),6,85.7 (95% CI: 46.7 to 128),7,-41.5,98.2,2
3,"Race, Sex, Education",26,1993-2019,All,White,Female,<HS,All,15.7 (95% CI: 14.1 to 17.3),7,26.4 (95% CI: 24 to 28.6),8,10.7,0.412,8,9.36 (95% CI: 7.7 to 10.9),7,14.7 (95% CI: 12.2 to 17),800,5.38,0.207,8,148 (95% CI: 119 to 178),7,127 (95% CI: 102 to 147),8,-21.6,99.3,5
3,"Race, Sex, Poverty Status",26,1993-2019,All,White,Male,All,Not In Poverty,6.06 (95% CI: 5.63 to 6.5),1,10.9 (95% CI: 10.5 to 11.3),1,4.86,0.187,2,0 (95% CI: 0 to 0),1,0 (95% CI: 0 to 0),100,0,0,2,0 (95% CI: 0 to 0),1,0 (95% CI: 0 to 0),1,0,100,8
3,"Race, Sex, Poverty Status",26,1993-2019,All,Black,Male,All,Not In Poverty,6.3 (95% CI: 5.03 to 7.78),2,12.3 (95% CI: 10.8 to 13.8),2,6.02,0.231,4,0.243 (95% CI: -1.21 to 1.74),2,1.4 (95% CI: -0.231 to 2.95),200,1.16,0.0446,4,4.15 (95% CI: -19.3 to 30),2,12.9 (95% CI: -2.05 to 27.7),2,8.73,99.8,7
3,"Race, Sex, Poverty Status",26,1993-2019,All,Black,Female,All,Not In Poverty,10.4 (95% CI: 8.97 to 11.8),4,14.9 (95% CI: 13.6 to 16.3),3,4.54,0.175,1,4.34 (95% CI: 2.9 to 5.78),4,4.02 (95% CI: 2.5 to 5.4),300,-0.316,-0.0121,1,71.8 (95% CI: 44.8 to 98.9),4,36.9 (95% CI: 22.6 to 50.4),3,-34.9,98.7,2
3,"Race, Sex, Poverty Status",26,1993-2019,All,White,Female,All,Not In Poverty,9.17 (95% CI: 8.7 to 9.63),3,15.3 (95% CI: 14.7 to 15.7),4,6.08,0.234,5,3.11 (95% CI: 2.46 to 3.74),3,4.34 (95% CI: 3.6 to 5.01),400,1.23,0.0471,5,51.6 (95% CI: 38.9 to 66),3,39.8 (95% CI: 32.1 to 46.9),4,-11.8,99.6,6
3,"Race, Sex, Poverty Status",26,1993-2019,All,Black,Male,All,In Poverty,14.9 (95% CI: 10.9 to 18.8),7,19.9 (95% CI: 16.5 to 23.4),5,5.02,0.193,3,8.8 (95% CI: 4.99 to 12.9),7,8.96 (95% CI: 5.69 to 12.4),500,0.161,0.00618,3,146 (95% CI: 81.3 to 214),7,82.1 (95% CI: 51.7 to 114),5,-63.4,97.7,1
3,"Race, Sex, Poverty Status",26,1993-2019,All,Black,Female,All,In Poverty,14.3 (95% CI: 12 to 16.5),5,22 (95% CI: 19.6 to 24.3),6,7.76,0.299,6,8.19 (95% CI: 5.85 to 10.4),5,11.1 (95% CI: 8.65 to 13.3),600,2.9,0.112,6,136 (95% CI: 93.7 to 177),5,102 (95% CI: 78.3 to 122),6,-33.8,99.1,4
