stratifications,stratifying_by,n_unsuppressed_estimates,estimate_range,ethnicity,race,sex,education,poverty,FMD_prev_1993,FMD_prev_1993_rank,FMD_prev_2019,FMD_prev_2019_rank,FMD_prev_change_1993_2019,FMD_prev_annual_change,FMD_prev_annual_change_rank,FMD_ineq_abs_1993,FMD_ineq_abs_1993_rank,FMD_ineq_abs_2019,FMD_ineq_abs_2019_rank,FMD_ineq_abs_change_1993_2019,FMD_ineq_abs_annual_change,FMD_ineq_abs_annual_change_rank,FMD_ineq_mult_1993,FMD_ineq_mult_1993_rank,FMD_ineq_mult_2019,FMD_ineq_mult_2019_rank,FMD_ineq_mult_change_1993_2019,FMD_ineq_mult_annual_change,FMD_ineq_mult_annual_change_rank
4,"Race, Ethnicity, Sex, Poverty Status",26,1993-2019,Non-Hispanic,White,Male,All,Not In Poverty,6.02 (95% CI: 5.6 to 6.47),1,11 (95% CI: 10.7 to 11.5),2,5.03,0.193,8,0 (95% CI: 0 to 0),1,0 (95% CI: 0 to 0),200,0,0,8,0 (95% CI: 0 to 0),1,0 (95% CI: 0 to 0),2,0,100,14
4,"Race, Ethnicity, Sex, Poverty Status",26,1993-2019,Non-Hispanic,Black,Male,All,Not In Poverty,6.09 (95% CI: 4.68 to 7.56),2,12.3 (95% CI: 10.8 to 13.8),3,6.19,0.238,11,0.0686 (95% CI: -1.36 to 1.67),2,1.23 (95% CI: -0.328 to 2.81),300,1.16,0.0446,12,1.28 (95% CI: -22.2 to 28),2,11.2 (95% CI: -2.92 to 25.8),3,9.88,99.9,13
4,"Race, Ethnicity, Sex, Poverty Status",9,2010-2019,Hispanic,Black,Male,All,Not In Poverty,NA,NA,12.9 (95% CI: 6.36 to 21.7),4,NA,0.00877,2,NA,NA,1.85 (95% CI: -4.75 to 10.7),400,NA,-0.365,1,NA,NA,16.8 (95% CI: -43.1 to 95.8),4,NA,91.5,2
4,"Race, Ethnicity, Sex, Poverty Status",24,1993-2019,Hispanic,White,Male,All,In Poverty,16.2 (95% CI: 7.75 to 28.1),11,13.1 (95% CI: 10.5 to 15.9),5,-3.13,-0.12,1,10.2 (95% CI: 1.74 to 22.4),11,2.05 (95% CI: -0.546 to 4.8),500,-8.16,-0.314,2,170 (95% CI: 30.3 to 378),11,18.6 (95% CI: -4.86 to 43.5),5,-151,94.8,4
4,"Race, Ethnicity, Sex, Poverty Status",21,1995-2019,Hispanic,Black,Female,All,Not In Poverty,NA,NA,14 (95% CI: 8.93 to 20.1),6,NA,0.139,5,NA,NA,2.98 (95% CI: -2.08 to 8.94),600,NA,-0.0546,5,NA,NA,27 (95% CI: -18.7 to 80.6),6,NA,93.4,3
4,"Race, Ethnicity, Sex, Poverty Status",26,1993-2019,Hispanic,White,Female,All,Not In Poverty,7.88 (95% CI: 5.92 to 10.1),4,14.5 (95% CI: 12.5 to 16.7),7,6.66,0.256,12,1.86 (95% CI: -0.235 to 4.14),4,3.49 (95% CI: 1.29 to 5.61),700,1.63,0.0627,13,31.1 (95% CI: -3.49 to 71.9),4,31.7 (95% CI: 11.5 to 52.3),7,0.59,99.2,11
4,"Race, Ethnicity, Sex, Poverty Status",26,1993-2019,Non-Hispanic,Black,Female,All,Not In Poverty,10.3 (95% CI: 8.91 to 11.8),6,15 (95% CI: 13.6 to 16.3),8,4.65,0.179,6,4.32 (95% CI: 2.75 to 5.81),6,3.94 (95% CI: 2.43 to 5.44),800,-0.378,-0.0145,6,72 (95% CI: 44.9 to 99.7),6,35.7 (95% CI: 21.5 to 49.4),8,-36.2,98.7,9
4,"Race, Ethnicity, Sex, Poverty Status",26,1993-2019,Non-Hispanic,White,Female,All,Not In Poverty,9.23 (95% CI: 8.74 to 9.7),5,15.3 (95% CI: 14.8 to 15.8),9,6.1,0.235,10,3.21 (95% CI: 2.56 to 3.87),5,4.28 (95% CI: 3.53 to 4.94),900,1.07,0.0411,11,53.6 (95% CI: 41.3 to 68.8),5,38.8 (95% CI: 31.2 to 45.7),9,-14.8,99.5,12
4,"Race, Ethnicity, Sex, Poverty Status",8,2009-2019,Hispanic,Black,Male,All,In Poverty,NA,NA,15.9 (95% CI: 9.25 to 26.1),10,NA,0.407,14,NA,NA,4.81 (95% CI: -1.78 to 15),1000,NA,0.0373,10,NA,NA,43.6 (95% CI: -16.2 to 135),10,NA,89.1,1
4,"Race, Ethnicity, Sex, Poverty Status",26,1993-2019,Hispanic,White,Female,All,In Poverty,15.6 (95% CI: 10.6 to 21.3),10,15.9 (95% CI: 13.5 to 18.5),11,0.308,0.0118,3,9.57 (95% CI: 4.57 to 15.2),10,4.85 (95% CI: 2.47 to 7.48),1100,-4.72,-0.182,3,159 (95% CI: 74.9 to 258),10,43.9 (95% CI: 22.3 to 68.3),11,-115,96.4,6
4,"Race, Ethnicity, Sex, Poverty Status",14,1994-2019,Hispanic,Black,Female,All,In Poverty,NA,NA,19.7 (95% CI: 12.2 to 28.9),12,NA,0.212,9,NA,NA,8.69 (95% CI: 1.16 to 17.7),1200,NA,0.00771,9,NA,NA,78.7 (95% CI: 10.7 to 163),12,NA,95,5
4,"Race, Ethnicity, Sex, Poverty Status",26,1993-2019,Non-Hispanic,Black,Male,All,In Poverty,15.5 (95% CI: 11.1 to 19.7),9,20.5 (95% CI: 17.1 to 24.2),13,5.02,0.193,7,9.44 (95% CI: 5.29 to 13.8),9,9.44 (95% CI: 5.93 to 13.1),1300,-0.00599,-2.3e-4,7,157 (95% CI: 87 to 230),9,85.5 (95% CI: 53.3 to 120),13,-71.7,96.8,7
4,"Race, Ethnicity, Sex, Poverty Status",26,1993-2019,Non-Hispanic,Black,Female,All,In Poverty,14 (95% CI: 11.8 to 16.4),8,22.2 (95% CI: 19.7 to 24.7),14,8.13,0.313,13,8.03 (95% CI: 5.75 to 10.4),8,11.1 (95% CI: 8.71 to 13.6),1400,3.1,0.119,14,134 (95% CI: 91.7 to 175),8,101 (95% CI: 77 to 123),14,-32.8,99,10
4,"Race, Ethnicity, Sex, Poverty Status",26,1993-2019,Non-Hispanic,White,Male,All,In Poverty,13.8 (95% CI: 11.7 to 16),7,28.5 (95% CI: 26.5 to 30.4),15,14.7,0.566,15,7.78 (95% CI: 5.56 to 10.1),7,17.5 (95% CI: 15.5 to 19.3),1500,9.68,0.372,15,130 (95% CI: 90.2 to 172),7,158 (95% CI: 138 to 178),15,28.5,100,15
4,"Race, Ethnicity, Sex, Poverty Status",26,1993-2019,Non-Hispanic,White,Female,All,In Poverty,17.5 (95% CI: 15.7 to 19.4),12,36.7 (95% CI: 35 to 38.5),16,19.2,0.737,16,11.5 (95% CI: 9.62 to 13.4),12,25.6 (95% CI: 24.1 to 27.5),1600,14.1,0.544,16,191 (95% CI: 155 to 231),12,232 (95% CI: 214 to 253),16,40.8,100,16
4,"Race, Sex, Education, Poverty Status",26,1993-2019,All,White,Male,>=HS,Not In Poverty,5.8 (95% CI: 5.39 to 6.22),2,10.4 (95% CI: 10.1 to 10.8),1,4.65,0.179,4,0 (95% CI: 0 to 0),2,0 (95% CI: 0 to 0),100,0,0,4,0 (95% CI: 0 to 0),2,0 (95% CI: 0 to 0),1,0,100,15
4,"Race, Sex, Education, Poverty Status",26,1993-2019,All,Black,Male,>=HS,Not In Poverty,5.48 (95% CI: 4.26 to 7.05),1,11.6 (95% CI: 10.1 to 13.1),2,6.17,0.237,9,-0.326 (95% CI: -1.61 to 1.25),1,1.2 (95% CI: -0.363 to 2.76),200,1.53,0.0587,9,-5.46 (95% CI: -27.3 to 22.3),1,11.5 (95% CI: -3.5 to 26.2),2,17,100,16
4,"Race, Sex, Education, Poverty Status",26,1993-2019,All,White,Female,>=HS,Not In Poverty,8.86 (95% CI: 8.36 to 9.33),3,14.7 (95% CI: 14.2 to 15.2),3,5.81,0.224,7,3.05 (95% CI: 2.43 to 3.75),3,4.22 (95% CI: 3.51 to 4.84),300,1.17,0.0449,7,52.8 (95% CI: 40.1 to 68.4),3,40.4 (95% CI: 32.7 to 47.2),3,-12.4,99.5,11
4,"Race, Sex, Education, Poverty Status",26,1993-2019,All,Black,Female,>=HS,Not In Poverty,9.89 (95% CI: 8.45 to 11.5),5,14.9 (95% CI: 13.6 to 16.3),4,5.02,0.193,5,4.09 (95% CI: 2.57 to 5.57),5,4.46 (95% CI: 2.92 to 5.89),400,0.375,0.0144,5,70.6 (95% CI: 43 to 97.6),5,42.8 (95% CI: 27.6 to 57.2),4,-27.9,98.9,8
4,"Race, Sex, Education, Poverty Status",26,1993-2019,All,Black,Female,<HS,Not In Poverty,14.9 (95% CI: 10.6 to 20.1),11,15.5 (95% CI: 10.5 to 21.3),5,0.616,0.0237,2,9.12 (95% CI: 4.59 to 14.3),11,5.09 (95% CI: -0.0635 to 10.6),500,-4.03,-0.155,2,158 (95% CI: 79.6 to 247),11,48.8 (95% CI: -0.587 to 103),5,-109,94.2,1
4,"Race, Sex, Education, Poverty Status",26,1993-2019,All,White,Male,<HS,Not In Poverty,8.95 (95% CI: 7.18 to 11.3),4,16.5 (95% CI: 14.3 to 19.1),6,7.53,0.29,11,3.15 (95% CI: 1.35 to 5.31),4,6.03 (95% CI: 3.75 to 8.66),600,2.89,0.111,11,54.4 (95% CI: 22.7 to 93.8),4,57.8 (95% CI: 36.1 to 84.1),6,3.39,99.6,12
4,"Race, Sex, Education, Poverty Status",26,1993-2019,All,Black,Male,>=HS,In Poverty,13.8 (95% CI: 8.39 to 18.6),10,18.4 (95% CI: 14.7 to 22.4),7,4.63,0.178,3,7.99 (95% CI: 2.56 to 13),10,7.98 (95% CI: 4.27 to 12),700,-0.0126,-4.84e-4,3,138 (95% CI: 43.9 to 230),10,76.4 (95% CI: 40.8 to 116),7,-61.6,97.8,6
4,"Race, Sex, Education, Poverty Status",26,1993-2019,All,Black,Male,<HS,Not In Poverty,12.2 (95% CI: 6.47 to 18.6),7,19.9 (95% CI: 12.1 to 28),8,7.74,0.298,12,6.35 (95% CI: 1.04 to 12.7),7,9.44 (95% CI: 1.81 to 17.6),800,3.09,0.119,12,110 (95% CI: 19.1 to 221),7,90.4 (95% CI: 17 to 172),8,-19.2,95.8,3
4,"Race, Sex, Education, Poverty Status",26,1993-2019,All,White,Male,<HS,In Poverty,20.3 (95% CI: 12.8 to 30.1),16,20 (95% CI: 17.5 to 23),9,-0.261,-0.01,1,14.5 (95% CI: 7.14 to 24.4),16,9.55 (95% CI: 7.01 to 12.4),900,-4.91,-0.189,1,250 (95% CI: 125 to 428),16,91.5 (95% CI: 66.3 to 120),9,-158,95.2,2
4,"Race, Sex, Education, Poverty Status",26,1993-2019,All,Black,Female,>=HS,In Poverty,13.1 (95% CI: 10.7 to 15.7),8,21.9 (95% CI: 19.4 to 24.6),10,8.79,0.338,13,7.35 (95% CI: 4.84 to 10),8,11.5 (95% CI: 9.06 to 14.1),1000,4.15,0.16,13,127 (95% CI: 80.4 to 174),8,110 (95% CI: 85.7 to 135),10,-16.8,99.3,9
4,"Race, Sex, Education, Poverty Status",26,1993-2019,All,Black,Female,<HS,In Poverty,16.5 (95% CI: 12.5 to 21),12,22.3 (95% CI: 17 to 28.2),11,5.78,0.222,6,10.7 (95% CI: 6.71 to 15.2),12,11.9 (95% CI: 6.37 to 17.8),1100,1.13,0.0436,6,185 (95% CI: 114 to 265),12,114 (95% CI: 60.3 to 172),11,-71.5,97.3,5
4,"Race, Sex, Education, Poverty Status",25,1993-2019,All,Black,Male,<HS,In Poverty,17.3 (95% CI: 10.5 to 25),14,23.3 (95% CI: 17.3 to 30.3),12,5.97,0.23,8,11.5 (95% CI: 4.59 to 19.4),14,12.8 (95% CI: 6.78 to 19.7),1200,1.32,0.0509,8,199 (95% CI: 82.2 to 342),14,123 (95% CI: 64.7 to 189),12,-75.9,96.1,4
4,"Race, Sex, Education, Poverty Status",26,1993-2019,All,White,Male,>=HS,In Poverty,11.9 (95% CI: 9.61 to 14.2),6,24.1 (95% CI: 22.3 to 25.9),13,12.2,0.47,14,6.1 (95% CI: 3.91 to 8.6),6,13.7 (95% CI: 11.7 to 15.6),1300,7.58,0.292,14,105 (95% CI: 66.2 to 154),6,131 (95% CI: 112 to 153),13,25.6,99.9,13
4,"Race, Sex, Education, Poverty Status",26,1993-2019,All,White,Female,<HS,In Poverty,18.7 (95% CI: 16 to 21.7),15,25.5 (95% CI: 22.7 to 28.3),14,6.79,0.261,10,12.9 (95% CI: 10.1 to 15.8),15,15.1 (95% CI: 12.2 to 17.9),1400,2.15,0.0826,10,223 (95% CI: 172 to 280),15,144 (95% CI: 113 to 173),14,-78.8,98.4,7
4,"Race, Sex, Education, Poverty Status",26,1993-2019,All,White,Female,<HS,Not In Poverty,13.4 (95% CI: 11.5 to 15.4),9,27.6 (95% CI: 23.7 to 31.9),15,14.3,0.548,16,7.58 (95% CI: 5.71 to 9.65),9,17.2 (95% CI: 13.2 to 21.3),1500,9.61,0.37,16,131 (95% CI: 95.6 to 171),9,165 (95% CI: 125 to 204),15,33.7,100,14
4,"Race, Sex, Education, Poverty Status",26,1993-2019,All,White,Female,>=HS,In Poverty,16.6 (95% CI: 14.2 to 19),13,29.5 (95% CI: 27.9 to 31.2),16,12.9,0.495,15,10.8 (95% CI: 8.46 to 13.2),13,19 (95% CI: 17.4 to 20.7),1600,8.23,0.316,15,186 (95% CI: 145 to 234),13,182 (95% CI: 163 to 202),16,-4.23,99.4,10
5,Fully Intersectionally,24,1994-2019,Hispanic,White,Male,<HS,Not In Poverty,NA,NA,5.22 (95% CI: 2.88 to 8.46),1,NA,-0.353,2,NA,NA,-5.18 (95% CI: -7.63 to -1.79),100,NA,-0.54,2,NA,NA,-49.8 (95% CI: -72.4 to -17.6),1,NA,91.1,2
5,Fully Intersectionally,26,1993-2019,Non-Hispanic,White,Male,>=HS,Not In Poverty,5.8 (95% CI: 5.37 to 6.26),2,10.4 (95% CI: 10 to 10.8),2,4.6,0.177,9,0 (95% CI: 0 to 0),2,0 (95% CI: 0 to 0),200,0,0,10,0 (95% CI: 0 to 0),2,0 (95% CI: 0 to 0),2,0,100,25
5,Fully Intersectionally,26,1993-2019,Hispanic,White,Male,>=HS,Not In Poverty,5.9 (95% CI: 3.66 to 8.66),3,10.9 (95% CI: 9.04 to 13.1),3,4.98,0.191,10,0.103 (95% CI: -2.1 to 2.69),3,0.478 (95% CI: -1.35 to 2.71),300,0.375,0.0144,12,2.02 (95% CI: -36.8 to 47),3,4.64 (95% CI: -13.2 to 26.5),3,2.62,97.4,11
5,Fully Intersectionally,26,1993-2019,Non-Hispanic,Black,Male,>=HS,Not In Poverty,5.5 (95% CI: 4.31 to 7.07),1,11.5 (95% CI: 9.97 to 13),4,5.95,0.229,15,-0.295 (95% CI: -1.61 to 1.29),1,1.05 (95% CI: -0.422 to 2.58),400,1.35,0.0518,15,-4.92 (95% CI: -26.5 to 22.2),1,10.2 (95% CI: -3.97 to 24.9),4,15.1,99.9,24
5,Fully Intersectionally,22,1996-2019,Hispanic,White,Male,<HS,In Poverty,NA,NA,11.9 (95% CI: 8.36 to 16.1),5,NA,0.2,13,NA,NA,1.54 (95% CI: -2.13 to 5.76),500,NA,0.00661,11,NA,NA,14.8 (95% CI: -20 to 55.5),5,NA,96.6,8
5,Fully Intersectionally,25,1993-2019,Hispanic,White,Female,<HS,In Poverty,15.1 (95% CI: 8.22 to 23.5),15,12.9 (95% CI: 9.71 to 16.5),6,-2.23,-0.0858,3,9.29 (95% CI: 2.6 to 17.7),15,2.45 (95% CI: -0.789 to 6.15),600,-6.84,-0.263,3,161 (95% CI: 44.5 to 302),15,23.6 (95% CI: -7.38 to 59.4),6,-137,93.3,3
5,Fully Intersectionally,18,1995-2019,Hispanic,Black,Female,>=HS,Not In Poverty,NA,NA,14.1 (95% CI: 8.92 to 20.4),7,NA,0.0587,6,NA,NA,3.73 (95% CI: -1.42 to 10.1),700,NA,-0.12,6,NA,NA,36 (95% CI: -14 to 98.6),7,NA,93.6,4
5,Fully Intersectionally,26,1993-2019,Hispanic,White,Female,>=HS,Not In Poverty,7.8 (95% CI: 5.82 to 10.1),4,14.2 (95% CI: 12.2 to 16.4),8,6.42,0.247,16,2 (95% CI: -0.136 to 4.33),4,3.82 (95% CI: 1.64 to 6.02),800,1.82,0.0699,16,34.8 (95% CI: -2.28 to 78.4),4,36.8 (95% CI: 15.6 to 58.2),8,2,98.8,17
5,Fully Intersectionally,20,1996-2019,Hispanic,White,Male,>=HS,In Poverty,NA,NA,14.4 (95% CI: 10.9 to 18.3),9,NA,0.0529,5,NA,NA,3.96 (95% CI: 0.457 to 7.88),900,NA,-0.141,4,NA,NA,38.1 (95% CI: 4.38 to 76),9,NA,94.2,5
5,Fully Intersectionally,26,1993-2019,Non-Hispanic,White,Female,>=HS,Not In Poverty,8.91 (95% CI: 8.38 to 9.38),7,14.7 (95% CI: 14.2 to 15.2),10,5.81,0.223,14,3.11 (95% CI: 2.48 to 3.8),7,4.31 (95% CI: 3.6 to 4.92),1000,1.2,0.0463,14,53.8 (95% CI: 41 to 69.2),7,41.5 (95% CI: 33.8 to 48.4),10,-12.3,99.5,22
5,Fully Intersectionally,7,2011-2019,Hispanic,Black,Male,>=HS,Not In Poverty,NA,NA,14.8 (95% CI: 6.94 to 25.5),11,NA,0.524,23,NA,NA,4.41 (95% CI: -3.59 to 15.1),1100,NA,0.212,22,NA,NA,42.4 (95% CI: -34.4 to 144),11,NA,95.7,7
5,Fully Intersectionally,26,1993-2019,Non-Hispanic,Black,Female,>=HS,Not In Poverty,9.86 (95% CI: 8.35 to 11.5),8,15 (95% CI: 13.6 to 16.3),12,5.09,0.196,11,4.06 (95% CI: 2.4 to 5.53),8,4.55 (95% CI: 3.04 to 6.04),1200,0.486,0.0187,13,70.3 (95% CI: 40.5 to 97.5),8,43.8 (95% CI: 28.8 to 58.9),12,-26.5,99,18
5,Fully Intersectionally,26,1993-2019,Non-Hispanic,Black,Female,<HS,Not In Poverty,14.7 (95% CI: 10.2 to 20),14,15.8 (95% CI: 10.5 to 21.9),13,1.08,0.0414,4,8.9 (95% CI: 4.1 to 14.2),14,5.38 (95% CI: -0.0899 to 11.4),1300,-3.53,-0.136,5,154 (95% CI: 70 to 253),14,51.7 (95% CI: -0.849 to 108),13,-102,94.6,6
5,Fully Intersectionally,25,1993-2019,Hispanic,White,Female,<HS,Not In Poverty,8.5 (95% CI: 4.33 to 14),5,16.8 (95% CI: 10.4 to 24.9),14,8.31,0.32,19,2.7 (95% CI: -1.59 to 8.41),5,6.41 (95% CI: -0.0518 to 14.5),1400,3.71,0.143,19,46.8 (95% CI: -26.4 to 148),5,61.7 (95% CI: -0.491 to 139),14,15,98,14
5,Fully Intersectionally,1,2019-2019,Hispanic,Black,Male,<HS,In Poverty,NA,NA,17.2 (95% CI: 7.67 to 28.7),15,NA,NA,NA,NA,NA,6.83 (95% CI: -2.93 to 18.3),1500,NA,NA,NA,NA,NA,65.7 (95% CI: -27.7 to 178),15,NA,NA,NA
5,Fully Intersectionally,26,1993-2019,Hispanic,White,Female,>=HS,In Poverty,16 (95% CI: 8.92 to 24.8),16,18.4 (95% CI: 14.7 to 22.4),16,2.35,0.0905,7,10.2 (95% CI: 2.95 to 18.9),16,7.98 (95% CI: 4.24 to 12.1),1600,-2.25,-0.0865,7,177 (95% CI: 53.9 to 331),16,76.8 (95% CI: 40.8 to 117),16,-100,97,10
5,Fully Intersectionally,26,1993-2019,Non-Hispanic,Black,Male,>=HS,In Poverty,14.3 (95% CI: 8.69 to 19.3),13,18.8 (95% CI: 15 to 23.3),17,4.57,0.176,8,8.47 (95% CI: 2.78 to 13.6),13,8.44 (95% CI: 4.6 to 12.9),1700,-0.0346,-0.00133,9,146 (95% CI: 47.2 to 242),13,81.2 (95% CI: 44.3 to 124),17,-65.3,97.6,13
5,Fully Intersectionally,26,1993-2019,Non-Hispanic,White,Male,<HS,Not In Poverty,8.64 (95% CI: 6.74 to 11.1),6,20.4 (95% CI: 17.7 to 23.6),18,11.8,0.453,21,2.85 (95% CI: 1.04 to 5.23),6,10 (95% CI: 7.23 to 13.1),1800,7.17,0.276,23,49.3 (95% CI: 17.8 to 92.9),6,96.4 (95% CI: 68.8 to 128),18,47.1,100,27
5,Fully Intersectionally,9,2010-2019,Hispanic,Black,Female,>=HS,In Poverty,NA,NA,21.7 (95% CI: 11.9 to 33.5),19,NA,-0.373,1,NA,NA,11.3 (95% CI: 1.45 to 23.1),1900,NA,-0.714,1,NA,NA,108 (95% CI: 13.9 to 219),19,NA,83.9,1
5,Fully Intersectionally,26,1993-2019,Non-Hispanic,Black,Female,>=HS,In Poverty,12.8 (95% CI: 10.3 to 15.6),10,22 (95% CI: 19.4 to 24.6),20,9.17,0.353,20,6.99 (95% CI: 4.51 to 9.74),10,11.6 (95% CI: 8.95 to 14.4),2000,4.56,0.176,21,121 (95% CI: 76.2 to 170),10,111 (95% CI: 84.9 to 137),20,-9.68,99.4,21
5,Fully Intersectionally,26,1993-2019,Non-Hispanic,Black,Male,<HS,Not In Poverty,10.3 (95% CI: 5.09 to 16.1),9,22.7 (95% CI: 14 to 31.8),21,12.4,0.477,22,4.53 (95% CI: -0.749 to 10.5),9,12.3 (95% CI: 3.6 to 21.4),2100,7.8,0.3,24,78.4 (95% CI: -12.9 to 188),9,119 (95% CI: 34.5 to 207),21,40.3,99,20
5,Fully Intersectionally,26,1993-2019,Non-Hispanic,Black,Female,<HS,In Poverty,16.7 (95% CI: 12.7 to 21.3),18,23.2 (95% CI: 17.4 to 29.4),22,6.5,0.25,17,10.9 (95% CI: 6.77 to 15.6),18,12.8 (95% CI: 7.11 to 19),2200,1.89,0.0727,17,188 (95% CI: 117 to 275),18,123 (95% CI: 68.1 to 182),22,-65.2,97.5,12
5,Fully Intersectionally,24,1993-2019,Non-Hispanic,Black,Male,<HS,In Poverty,18.2 (95% CI: 11 to 26.6),20,24.9 (95% CI: 17.7 to 33.1),23,6.71,0.258,18,12.4 (95% CI: 5.27 to 20.8),20,14.5 (95% CI: 7.11 to 22.8),2300,2.11,0.081,18,214 (95% CI: 92.1 to 356),20,140 (95% CI: 68.8 to 221),23,-74.6,96.9,9
5,Fully Intersectionally,26,1993-2019,Non-Hispanic,White,Male,>=HS,In Poverty,12.9 (95% CI: 10.2 to 15.4),11,27.6 (95% CI: 25.5 to 29.6),24,14.8,0.569,24,7.07 (95% CI: 4.47 to 9.72),11,17.2 (95% CI: 15.1 to 19.4),2400,10.2,0.391,25,122 (95% CI: 75.9 to 173),11,166 (95% CI: 143 to 188),24,43.6,100,26
5,Fully Intersectionally,26,1993-2019,Non-Hispanic,White,Female,<HS,Not In Poverty,13.9 (95% CI: 11.9 to 15.9),12,31.5 (95% CI: 26.9 to 36.4),25,17.7,0.679,27,8.05 (95% CI: 6.02 to 10.2),12,21.1 (95% CI: 16.6 to 26),2500,13.1,0.502,27,139 (95% CI: 99.4 to 181),12,203 (95% CI: 156 to 252),25,63.8,100,28
5,Fully Intersectionally,26,1993-2019,Non-Hispanic,White,Male,<HS,In Poverty,16.8 (95% CI: 12.5 to 22),19,31.7 (95% CI: 26.7 to 36.4),26,14.9,0.572,25,11 (95% CI: 6.61 to 15.9),19,21.3 (95% CI: 16.1 to 26.1),2600,10.3,0.395,26,191 (95% CI: 113 to 278),19,205 (95% CI: 154 to 254),26,14.1,99,19
5,Fully Intersectionally,26,1993-2019,Non-Hispanic,White,Female,>=HS,In Poverty,16.7 (95% CI: 14.3 to 19.1),17,34.5 (95% CI: 32.9 to 36.3),27,17.8,0.685,28,10.9 (95% CI: 8.49 to 13.3),17,24.1 (95% CI: 22.4 to 25.9),2700,13.2,0.508,28,188 (95% CI: 143 to 234),17,231 (95% CI: 212 to 253),27,43.6,99.9,23
5,Fully Intersectionally,26,1993-2019,Non-Hispanic,White,Female,<HS,In Poverty,19.9 (95% CI: 17.1 to 23),21,46.7 (95% CI: 42.2 to 51.1),28,26.8,1.03,29,14.1 (95% CI: 11.3 to 17.3),21,36.3 (95% CI: 31.7 to 40.5),2800,22.2,0.854,29,244 (95% CI: 189 to 304),21,350 (95% CI: 303 to 392),28,105,101,29
5,Fully Intersectionally,3,2012-2017,Hispanic,Black,Female,<HS,In Poverty,NA,NA,NA,NA,NA,0.198,12,NA,NA,NA,NA,NA,-0.0443,8,NA,NA,NA,NA,NA,98,15
5,Fully Intersectionally,0,NA,Hispanic,Black,Female,<HS,Not In Poverty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,Fully Intersectionally,0,NA,Hispanic,Black,Male,<HS,Not In Poverty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,Fully Intersectionally,2,2016-2018,Hispanic,Black,Male,>=HS,In Poverty,NA,NA,NA,NA,NA,0.675,26,NA,NA,NA,NA,NA,0.16,20,NA,NA,NA,NA,NA,98.4,16
